,loss,val_loss,lr
0,0.024883318692445755,0.009467418305575848,0.001
1,0.012028773315250874,0.016239410266280174,0.001
2,0.01158576738089323,0.0074303848668932915,0.001
3,0.00912617240101099,0.006804338656365871,0.001
4,0.007833004929125309,0.007597040850669146,0.001
5,0.008456684648990631,0.006662789266556501,0.001
6,0.007884429767727852,0.006476333364844322,0.001
7,0.007648357655853033,0.007140840869396925,0.001
8,0.013178461231291294,0.010252791456878185,0.001
9,0.0076596480794250965,0.005989584140479565,0.001
10,0.008139735087752342,0.012145107612013817,0.001
11,0.008856096304953098,0.006852723192423582,0.001
12,0.006722401827573776,0.005827666260302067,0.001
13,0.006655434612184763,0.006130307912826538,0.001
14,0.00807441957294941,0.00570203410461545,0.001
15,0.0069818333722651005,0.005593277048319578,0.001
16,0.008560029789805412,0.007580871228128672,0.001
17,0.007457181811332703,0.005816133227199316,0.001
18,0.0062840785831213,0.006291668396443129,0.001
19,0.006181381177157164,0.006158893927931786,0.001
20,0.007037281524389982,0.006010641809552908,0.001
21,0.005471130833029747,0.00590695533901453,0.0005
22,0.005599820986390114,0.005364345386624336,0.0005
23,0.005455678328871727,0.005191072355955839,0.0005
24,0.005460616201162338,0.005210950504988432,0.0005
25,0.005595758557319641,0.006063390523195267,0.0005
26,0.005790424533188343,0.005942219402641058,0.0005
27,0.005776690319180489,0.005150904878973961,0.0005
28,0.005299440119415522,0.005126156844198704,0.0005
29,0.005068500526249409,0.004963861778378487,0.00025
30,0.005066400859504938,0.005045471712946892,0.00025
31,0.005095688160508871,0.005024264566600323,0.00025
32,0.0050742062740027905,0.005039030220359564,0.00025
33,0.0050391508266329765,0.005170078482478857,0.00025
34,0.005051761399954557,0.004894574172794819,0.00025
35,0.00491742230951786,0.004959995858371258,0.000125
36,0.004878007806837559,0.004822369199246168,0.000125
37,0.004889897536486387,0.004783466458320618,0.000125
38,0.004882545676082373,0.004790248349308968,0.000125
39,0.004867701791226864,0.005080175120383501,0.000125
40,0.004835244733840227,0.005079287104308605,0.000125
41,0.004827012773603201,0.004793177824467421,0.000125
42,0.0047413199208676815,0.004784541670233011,6.25e-05
43,0.004744353704154491,0.004796313587576151,6.25e-05
44,0.00471202889457345,0.0048162685707211494,6.25e-05
45,0.004736173432320356,0.004852912854403257,6.25e-05
46,0.0047342414036393166,0.004792715422809124,6.25e-05
47,0.004681915510445833,0.004674855154007673,3.125e-05
48,0.004669935908168554,0.004706407431513071,3.125e-05
49,0.00467493524774909,0.004688928835093975,3.125e-05
50,0.004661633167415857,0.004669834394007921,3.125e-05
51,0.004659442696720362,0.004659587051719427,3.125e-05
52,0.004662720486521721,0.004675335716456175,3.125e-05
53,0.004643554799258709,0.004663466475903988,1.5625e-05
54,0.004634429235011339,0.004655581898987293,1.5625e-05
55,0.004637719597667456,0.004650505725294352,1.5625e-05
56,0.004639977123588324,0.004644071217626333,1.5625e-05
57,0.004636369179934263,0.00464678555727005,1.5625e-05
58,0.004623301327228546,0.004656141623854637,7.8125e-06
59,0.004624254070222378,0.004637246485799551,7.8125e-06
60,0.00462049525231123,0.004642299376428127,7.8125e-06
61,0.004622063599526882,0.004642833489924669,7.8125e-06
62,0.004620662424713373,0.004657623823732138,7.8125e-06
63,0.004615356680005789,0.0046372078359127045,3.90625e-06
64,0.004613389261066914,0.004636389669030905,3.90625e-06
65,0.004613124765455723,0.0046373819932341576,3.90625e-06
66,0.004612739663571119,0.004636297468096018,3.90625e-06
67,0.004610900767147541,0.004637131467461586,3.90625e-06
68,0.004608741030097008,0.004634574055671692,1.953125e-06
69,0.00460793636739254,0.004632005468010902,1.953125e-06
